stop_name,type
중앙하이츠빌라앞,bus
중앙하이츠빌라앞,bus
용문시장,bus
용문시장,bus
용산전자상가입구,bus
용산전자상가입구,bus
신용산.지하차도,bus
신용산.지하차도,bus
신용산역,bus
용산역,bus
용산푸르지오써밋,bus
용산푸르지오써밋,bus
용산역광장앞,bus
용산공고,bus
용산공고,bus
용산세무서,bus
용산세무서,bus
이촌역,bus
이촌역,bus
국립중앙박물관용산가족공원,bus
국립중앙박물관용산가족공원,bus
서빙고역교차로,bus
서빙고초등학교,bus
한강중학교,bus
금호베스트빌앞,bus
서빙고동,bus
서빙고동주민센터,bus
동빙고동,bus
동빙고동,bus
보광신동아아파트삼성리버빌아파트,bus
보광동신동아아파트,bus
보광동주민센터,bus
기업은행보광동지점,bus
기업은행보광동지점,bus
한국폴리텍1대학,bus
한국폴리텍1대학,bus
이태원역.보광동 입구,bus
이태원역.보광동입구,bus
한남역.용산노인종합복지관,bus
한남역.용산노인종합복지관,bus
이촌119안전센터.성촌공원,bus
성촌공원.포르쉐센터용산,bus
성촌공원.포르쉐센터용산,bus
이촌2동주민센터,bus
이촌2동주민센터,bus
이촌2동대림아파트.새남터성지,bus
이촌2동대림아파트.새남터성지,bus
서부이촌동입구,bus
이촌2동강변아파트,bus
원효2동산호아파트후문,bus
청암동강변삼성아파트,bus
청암동강변삼성아파트,bus
원효2동산호아파트,bus
원효2동산호아파트,bus
원효로풍전아파트,bus
원효로풍전아파트,bus
원효풍전아파트,bus
원효2동주민센터,bus
산천동리버힐삼성아파트,bus
산천동,bus
산천동,bus
신창동세방아파트,bus
신창동세방아파트,bus
남이장군사당,bus
남이장군사당,bus
새마을금고,bus
새마을금고,bus
순천향병원입구,bus
남산서울타워,bus
청심경로당,bus
삼성테마트,bus
서빙고동금호베스트빌,bus
한남동하이페리온,bus
서빙고역1번출구,bus
문배동이안아파트앞,bus
갈월동4호선숙대입구,bus
삼각지역11번출구,bus
숙대입구,bus
원효대교북단,bus
문배동이안아파트앞,bus
순천향병원입구,bus
숙명여대입구,bus
서빙고초등학교,bus
한강대교전망카페,bus
한강대교전망카페,bus
노들섬,bus
노들섬,bus
용암초등학교.이태원2동주민센터,bus
용암초등학교.이태원2동주민센터,bus
크라운호텔,bus
용마루고개.브라운스톤공덕아파트,bus
동부이촌동,bus
강촌APT,bus
신동아APT,bus
한남동,bus
강촌APT,bus
동부이촌동,bus
효창공원삼거리.윤봉길의사등묘역,bus
IP부띠끄호텔,bus
청암자이아파트,bus
그랜드하얏트호텔,bus
신동아APT,bus
이촌동두산위브트레지움,bus
이촌동두산위브트레지움,bus
이촌현대아파트.금강병원,bus
이촌현대아파트.금강병원,bus
한남역,bus
이집트대사관.한남더힐아파트,bus
이집트대사관.한남더힐아파트,bus
한남역,bus
한남동,bus
한남동,bus
서울역공항철도15번출구.국립극단,bus
용산역,bus
용산꿈나무종합타운,bus
서울드래곤시티용산,bus
해방촌오거리,bus
시장,bus
신애교회,bus
남산교회입구,bus
우리들가정의원,bus
디지텍고등학교앞,bus
용암한신아파트,bus
순천향병원,bus
하얏트호텔,bus
숙대역5번출구,bus
KT용산지점,bus
보광교회,bus
신용산역,bus
리버힐빌라앞,bus
도깨비시장,bus
영동김밥,bus
용산등기소,bus
용산등기소,bus
수미용실,bus
용문동시장.새마을금고,bus
보광초등학교,bus
원효우체국,bus
보광동삼거리,bus
숙대역7번출구,bus
용산경찰서,bus
갈월동사회복지회관,bus
효창공원앞역,bus
용산고등학교,bus
큰빛의집앞,bus
원효사.백범김구기념관,bus
군인아파트,bus
신흥교회앞,bus
대한노인회중앙회,bus
청파초등학교,bus
배문중고등학교,bus
만리시장입구,bus
한신아파트,bus
용암경로당입구,bus
용암한신아파트,bus
우리들가정의원,bus
남산교회입구,bus
해방촌오거리,bus
신흥교회앞,bus
큰빛의집앞,bus
디지텍고등학교앞,bus
후암동종점,bus
성도약국,bus
용산고,bus
후암동주민센터앞,bus
이태원랜드,bus
후암시장,bus
녹사평역.용산구청,bus
이태원역앞,bus
동자동함흥냉면앞,bus
보광초등학교후문앞,bus
삼각지역,bus
이슬람사원,bus
만리시장입구,bus
배문중고교,bus
청파초등학교,bus
후암동종점,bus
녹사평역,bus
한신아파트,bus
용암경로당입구,bus
갈월동,bus
효창공원후문,bus
중앙하이츠빌라,bus
용문동주민센터,bus
캐피탈호텔,bus
크라운호텔,bus
외빈차고,bus
청화아파트,bus
가야랑앞,bus
성도약국,bus
대성교회,bus
가야랑앞,bus
한남오거리,bus
제일기획,bus
보광동주민센터,bus
한남동주민센터,bus
용산e편한세상,bus
용산CJ나인파크,bus
갑을빌딩,bus
청암자이아파트,bus
리버힐삼성아파트후문,bus
도원삼성래미안아파트단지내,bus
녹사평역.용산구청,bus
필리핀대사관,bus
필리핀대사관,bus
도원삼성래미안아파트101동앞,bus
도원삼성래미안아파트101동앞,bus
답십리역사거리,bus
청년회의소.서울새활용플라자,bus
장한평역,bus
상왕십리역,bus
상왕십리역,bus
왕십리센트라스아파트,bus
왕십리교회,bus
청계벽산아파트.텐즈힐아파트,bus
청계벽산아파트.텐즈힐아파트,bus
왕십리도선동주민센터,bus
왕십리2동주민센터,bus
코스모타워,bus
성동구청,bus
성동구청,bus
상왕십리역,bus
상왕십리역,bus
마장동주민센터,bus
마장역,bus
성동노인복지관,bus
마장축산물시장,bus
마장축산물시장,bus
도선사거리,bus
도선사거리,bus
마장동금호아파트,bus
마장동금호아파트,bus
한양대부속고등학교,bus
한양대부속고등학교,bus
한양대앞.한양시장,bus
한양대앞,bus
한양대정문,bus
한양대정문앞,bus
무학여고앞,bus
무학여고,bus
왕십리역,bus
왕십리역,bus
왕십리역,bus
행당1동주민센터.성동소방서,bus
행당동삼부아파트,bus
응봉동주민센터,bus
응봉동주민센터,bus
응봉사거리,bus
응봉동현대아파트,bus
응봉동현대아파트,bus
대경중입구,bus
신금호역,bus
신금호역,bus
금호고등학교,bus
금호고등학교.금호자이1차아파트입구,bus
금호동벽산아파트,bus
래미안하이리버아파트,bus
금호사거리,bus
금호사거리,bus
금남시장앞.백범학원터,bus
금남시장앞.백범학원터,bus
금호역,bus
금호역,bus
금옥초등학교앞,bus
금옥초등학교앞,bus
힐스테이트서울숲리버아파트,bus
삼성래미안아파트앞,bus
옥수동삼성아파트,bus
옥수동삼성아파트,bus
미타사입구,bus
래미안옥수리버젠.옥수중앙교회,bus
래미안옥수리버젠.옥수중앙교회,bus
옥수동종점,bus
옥정중학교입구,bus
옥정중학교입구,bus
성수1가1동새마을금고,bus
성수1가새마을금고,bus
천주교성수동성당앞,bus
천주교성수동성당앞,bus
뚝도아리수정수센터수도박물관,bus
뚝도아리수정수센터수도박물관,bus
서울숲,bus
서울숲,bus
성동구민종합체육센타,bus
성동구민종합체육센타,bus
성수공고앞,bus
성수공고앞,bus
경일초등학교입구,bus
경일초등학교입구,bus
성동교남단,bus
성동교남단,bus
상원,bus
상원,bus
영동대교북단,bus
노룬산시장앞,bus
성수119안전센터,bus
성수119안전센터,bus
경수중학교,bus
경수중학교,bus
뚝도시장,bus
뚝도시장,bus
성원중성수동이마트앞,bus
성원중성수동이마트앞,bus
서울숲지구대앞,bus
서울숲지구대앞,bus
뚝도시장구길,bus
뚝도시장구길,bus
성수동대호빌라입구,bus
성수동대호빌라입구,bus
영동대교,bus
영동대교,bus
화양사거리,bus
성수초등학교,bus
서울효사랑병원,bus
성수2가3동주민센터,bus
제인병원,bus
성동세무서앞,bus
성동세무서,bus
송정동서울숲아이파크,bus
송정동건영아파트,bus
군자교남단,bus
신답역,bus
용답동동부시장답십리역,bus
서울교통공사.서울새활용플라자,bus
뚝섬서울숲,bus
뚝섬서울숲,bus
사근동하이츠아파트앞,bus
사근동하이츠아파트앞,bus
사근동주민센터,bus
사근동주민센터,bus
사근고개,bus
사근고개,bus
한양지구대,bus
한양지구대,bus
사근동벽산아파트,bus
뚝섬역8번출구,bus
뚝섬역2번출구,bus
뚝섬역3번5번출구,bus
뚝섬역4번출구,bus
성수역,bus
성수동SK아파트형공장앞,bus
성수동SK아파트형공장앞,bus
경동초등학교입구,bus
경동초등학교입구,bus
경일초등학교앞,bus
경일초등학교앞,bus
한양여대앞,bus
도선고등학교.꽃재교회,bus
리버하우스,bus
리버하우스,bus
성동제일새마을금고,bus
성동제일새마을금고,bus
청계9가.비우당교,bus
뚝섬서울숲,bus
뚝섬서울숲남문,bus
뚝섬서울숲남문,bus
신답역명문예식장,bus
신답역명문예식장,bus
성수2가3동주민센터,bus
극동그린아파트앞,bus
마장역,bus
행당신동아.행당푸르지오아파트,bus
왕십리1동새마을금고,bus
극동아파트,bus
풍림아파트,bus
벽산아파트,bus
대림아파트,bus
행당역,bus
행당역,bus
무학여고,bus
극동그린아파트,bus
성수동차고지,bus
제민약국,bus
왕십리자이.신당현대아파트,bus
왕십리자이.신당현대아파트,bus
제민약국,bus
우리은행화양동지점,bus
황학교.텐즈힐몰,bus
영동대교북단,bus
무학여고,bus
무학여고,bus
응봉사거리,bus
응봉사거리,bus
왕십리광장.왕십리역4번출구,bus
왕십리광장.왕십리역7번출구,bus
왕십리도선동주민센터,bus
한양여대앞,bus
한양대동문앞,bus
행당중학교,bus
옥수파크힐스아파트앞,bus
옥수파크힐스아파트앞,bus
청계한신휴플러스,bus
뉴타운아파트,bus
두산아파트111동,bus
금호역.3호선,bus
금호역,bus
극동아파트4동,bus
극동아파트4동,bus
두산아파트109동,bus
두산아파트111동,bus
옥수동주민센터,bus
금남시장앞.백범학원터,bus
금호사거리,bus
신동아아파트,bus
신동아아파트후문,bus
현대공업사앞,bus
행당서울숲푸르지오109동앞,bus
삼거리정자,bus
응봉역.광희중,bus
성동중앙교회.벽산아파트정문,bus
무학중학교.무학여고,bus
무학중학교.무학여고,bus
원형화단,bus
두산아파트정문.금호역,bus
신금호역,bus
송정동자치회관입구,bus
무쇠막,bus
금호1가동주민센터,bus
대경정보산업고등학교,bus
모닝후레쉬,bus
화단삼거리,bus
논골.금호벽산아파트.성동공유센터,bus
왕약국,bus
금호산입구,bus
한진아파트후문,bus
성동세무서,bus
행당서울숲푸르지오109동앞,bus
벽산아파트정문,bus
스탠다드차타드은행성수2가지점,bus
옥수종합사회복지관,bus
행당2동주민센터,bus
만물상회앞,bus
금호119안전센터,bus
옥수삼성아파트,bus
상봉노인정앞,bus
한신아파트,bus
국민은행입구,bus
응봉역.광희중,bus
금봉어린이집.또또와마트,bus
경수중학교입구,bus
옥정중학교,bus
논골입구.성동공유센터,bus
천은교회,bus
청계벽산아파트,bus
왕십리자이.신당현대아파트,bus
한신아파트,bus
마장동축산물시장,bus
금호고등학교,bus
럭키슈퍼,bus
논골신협.대림아파트후문,bus
금호어린이집,bus
금봉어린이집.또또와마트,bus
충북상회,bus
서울숲푸르지오아파트후문,bus
신금호파크자이아파트후문,bus
럭키슈퍼,bus
무학여고,bus
중앙슈퍼,bus
극동아파트상가,bus
금호어린이집,bus
한남하이츠아파트,bus
금호사거리,bus
신동아아파트후문,bus
삼거리정자앞,bus
성수2가3동주민센터.성수지구대,bus
현대공업사앞,bus
중앙병원,bus
논골사거리,bus
신한은행,bus
응봉초등학교.대림아파트,bus
옥수삼성아파트,bus
우리은행.백범학원터,bus
금남시장.화단앞,bus
금호공원,bus
지하철2호선성수역,bus
옥수종합사회복지관,bus
성동구청,bus
응봉사거리,bus
동방빌딩,bus
무학여고,bus
한전입구,bus
옥수동주민센터,bus
화단앞,bus
성동사회복지관.청계천문화관,bus
왕약국,bus
금호공원,bus
성동구도시관리공단.서울시시설관리공단,bus
중앙슈퍼,bus
중앙병원앞,bus
도선동사거리,bus
송정동자치회관입구,bus
논골사거리,bus
신금호역,bus
삼성아파트입구,bus
금호산입구,bus
천은교회,bus
행당2동주민센터,bus
대경정보산업고등학교,bus
대현산체육관입구,bus
대림아파트후문,bus
응봉하이퍼마트,bus
서울숲푸르지오아파트정문,bus
극동.풍림아파트,bus
성동보건소,bus
코스모타워,bus
상왕십리역,bus
성동구청,bus
왕십리민자역사,bus
행당서울숲푸르지오상가앞,bus
행당서울숲푸르지오상가앞,bus
금북초등학교.e편한세상금호105동,bus
대현산체육관입구,bus
행당역.대림아파트정문,bus
논골.e편한세상금호114동,bus
금호119안전센터,bus
응봉동현대아파트,bus
대림상가,bus
응봉초등학교.대림아파트,bus
e편한세상금호117동,bus
신금호역,bus
두산상가후문,bus
두산상가후문,bus
두산아파트109동,bus
두산아파트115동,bus
금호역,bus
두산아파트정문.금호역,bus
화단삼거리,bus
대우아파트관리실,bus
대우아파트후문,bus
대우아파트입구,bus
힐스테이트서울숲리버,bus
제일감리교회,bus
GS주유소,bus
삼성래미안아파트,bus
극동아파트5동,bus
